Температура (день),Давление (день),Облачность (день),Ветер (день),Температура (вечер),Давление (вечер),Облачность (вечер),Ветер (вечер)
-1.0,751,Переменная облачность,СВ 2м/с,-3.0,751.0,Переменная облачность,СВ 2м/с
1.0,749,Переменная облачность,В 3м/с,0.0,749.0,Пасмурно,В 3м/с
0.0,754,Малооблачно,В 2м/с,0.0,756.0,Малооблачно,В 2м/с
-2.0,761,Малооблачно,В 2м/с,-3.0,762.0,Переменная облачность,В 2м/с
-6.0,765,Ясно,В 2м/с,-9.0,766.0,Ясно,В 2м/с
-12.0,766,Ясно,В 2м/с,-13.0,767.0,Ясно,В 2м/с
-11.0,769,Ясно,В 2м/с,-11.0,769.0,Переменная облачность,В 2м/с
-12.0,774,Ясно,В 4м/с,-14.0,774.0,Ясно,В 4м/с
-12.0,775,Ясно,СВ 1м/с,-13.0,775.0,Ясно,СВ 1м/с
-12.0,777,Ясно,С 1м/с,-15.0,775.0,Ясно,С 1м/с
-10.0,768,Малооблачно,СВ 2м/с,-15.0,768.0,Ясно,СВ 2м/с
-14.0,770,Малооблачно,ЮВ 2м/с,-16.0,771.0,Ясно,ЮВ 2м/с
-15.0,774,Ясно,В 2м/с,-17.0,775.0,Ясно,В 2м/с
-15.0,776,Ясно,В 1м/с,-16.0,775.0,Ясно,В 1м/с
-15.0,772,Ясно,В 3м/с,-15.0,770.0,Ясно,В 3м/с
-11.0,763,Ясно,СВ 2м/с,-14.0,761.0,Ясно,СВ 2м/с
-15.0,757,Ясно,С 1м/с,-18.0,757.0,Ясно,С 1м/с
-22.0,756,Малооблачно,СЗ 3м/с,-23.0,756.0,Малооблачно,СЗ 3м/с
-18.0,760,Ясно,СЗ 2м/с,-18.0,761.0,Ясно,СЗ 2м/с
-13.0,763,Ясно,Ш,-14.0,763.0,Ясно,Ш
-9.0,756,Пасмурно,ЮЗ 3м/с,-7.0,752.0,Пасмурно,ЮЗ 3м/с
-5.0,752,Пасмурно,ЮЗ 3м/с,-5.0,749.0,Пасмурно,ЮЗ 3м/с
2.0,749,Переменная облачность,ЮЗ 2м/с,1.0,751.0,Переменная облачность,ЮЗ 2м/с
-3.0,749,Переменная облачность,Ю 2м/с,-2.0,748.0,Пасмурно,Ю 2м/с
-9.0,746,Ясно,З 1м/с,-9.0,746.0,Пасмурно,З 1м/с
-8.0,748,Пасмурно,СЗ 1м/с,-8.0,748.0,Переменная облачность,СЗ 1м/с
-8.0,750,Ясно,З 1м/с,-10.0,752.0,Ясно,З 1м/с
-10.0,756,Ясно,З 1м/с,-12.0,755.0,Ясно,З 1м/с
-8.0,751,Пасмурно,В 2м/с,-5.0,749.0,Пасмурно,В 2м/с
-1.0,744,Пасмурно,З 3м/с,-1.0,745.0,Пасмурно,З 3м/с
-1.0,746,Малооблачно,З 2м/с,-3.0,746.0,Пасмурно,З 2м/с
-5.0,748,Переменная облачность,В 2м/с,-4.0,748.0,Переменная облачность,В 2м/с
-5.0,752,Пасмурно,В 2м/с,-6.0,753.0,Переменная облачность,В 2м/с
-8.0,752,Малооблачно,В 2м/с,-9.0,751.0,Переменная облачность,В 2м/с
-7.0,745,Ясно,С 3м/с,-10.0,745.0,Малооблачно,С 3м/с
-10.0,747,Малооблачно,С 1м/с,-13.0,747.0,Ясно,С 1м/с
-13.0,750,Ясно,Ш,-17.0,751.0,Ясно,Ш
-16.0,753,Ясно,З 2м/с,-18.0,753.0,Ясно,З 2м/с
-12.0,746,Ясно,З 2м/с,-12.0,745.0,Пасмурно,З 2м/с
-10.0,746,Переменная облачность,З 3м/с,-11.0,747.0,Ясно,З 3м/с
-5.0,749,Пасмурно,З 2м/с,-8.0,751.0,Пасмурно,З 2м/с
-7.0,753,Переменная облачность,З 2м/с,-9.0,753.0,Переменная облачность,З 2м/с
-10.0,753,Пасмурно,ЮВ 3м/с,-10.0,754.0,Пасмурно,ЮВ 3м/с
-7.0,751,Пасмурно,ЮВ 3м/с,-7.0,749.0,Переменная облачность,ЮВ 3м/с
-5.0,746,Переменная облачность,Ю 2м/с,-4.0,746.0,Пасмурно,Ю 2м/с
1.0,743,Пасмурно,Ю 1м/с,1.0,743.0,Пасмурно,Ю 1м/с
-3.0,742,Пасмурно,Ю 1м/с,-3.0,739.0,Пасмурно,Ю 1м/с
-9.0,738,Малооблачно,З 3м/с,-14.0,741.0,Ясно,З 3м/с
-13.0,745,Ясно,З 2м/с,-15.0,745.0,Ясно,З 2м/с
-11.0,743,Пасмурно,СВ 2м/с,-11.0,741.0,Пасмурно,СВ 2м/с
-11.0,743,Малооблачно,З 3м/с,-15.0,746.0,Переменная облачность,З 3м/с
-12.0,756,Ясно,З 1м/с,-19.0,758.0,Ясно,З 1м/с
-15.0,760,Ясно,З 2м/с,-19.0,760.0,Ясно,З 2м/с
-14.0,761,Ясно,В 1м/с,-18.0,762.0,Ясно,В 1м/с
-15.0,759,Ясно,В 2м/с,-18.0,759.0,Ясно,В 2м/с
-13.0,757,Ясно,В 3м/с,-11.0,756.0,Переменная облачность,В 3м/с
-4.0,749,Ясно,В 4м/с,-5.0,747.0,Ясно,В 4м/с
-5.0,743,Малооблачно,СЗ 1м/с,-12.0,743.0,Ясно,СЗ 1м/с
-8.0,747,Переменная облачность,В 1м/с,-8.0,750.0,Переменная облачность,В 1м/с
-3.0,754,Пасмурно,ЮВ 1м/с,-2.0,755.0,Пасмурно,ЮВ 1м/с
-1.0,749,Пасмурно,ЮВ 3м/с,-2.0,745.0,Малооблачно,ЮВ 3м/с
0.0,745,Переменная облачность,ЮЗ 3м/с,-1.0,747.0,Переменная облачность,ЮЗ 3м/с
-1.0,754,Ясно,З 2м/с,-5.0,756.0,Ясно,З 2м/с
-4.0,761,Ясно,ЮВ 2м/с,-7.0,761.0,Ясно,ЮВ 2м/с
-5.0,763,Малооблачно,ЮВ 2м/с,-7.0,764.0,Ясно,ЮВ 2м/с
-5.0,766,Малооблачно,В 2м/с,-9.0,766.0,Ясно,В 2м/с
-6.0,764,Ясно,ЮВ 2м/с,-7.0,764.0,Ясно,ЮВ 2м/с
-6.0,762,Ясно,ЮВ 3м/с,-8.0,762.0,Ясно,ЮВ 3м/с
-4.0,761,Ясно,ЮВ 2м/с,-7.0,762.0,Ясно,ЮВ 2м/с
-4.0,763,Ясно,ЮВ 1м/с,-8.0,763.0,Ясно,ЮВ 1м/с
-6.0,765,Ясно,В 2м/с,-9.0,764.0,Ясно,В 2м/с
-5.0,762,Малооблачно,В 3м/с,-8.0,761.0,Ясно,В 3м/с
-6.0,757,Ясно,В 4м/с,-6.0,755.0,Ясно,В 4м/с
-1.0,753,Ясно,В 3м/с,-3.0,753.0,Ясно,В 3м/с
-5.0,750,Малооблачно,ЮВ 2м/с,-9.0,749.0,Малооблачно,ЮВ 2м/с
-6.0,750,Малооблачно,ЮВ 2м/с,-9.0,751.0,Малооблачно,ЮВ 2м/с
-9.0,753,Ясно,З 2м/с,-13.0,754.0,Ясно,З 2м/с
-8.0,755,Ясно,ЮЗ 2м/с,-10.0,755.0,Переменная облачность,ЮЗ 2м/с
-8.0,753,Ясно,З 2м/с,-12.0,753.0,Ясно,З 2м/с
-7.0,758,Малооблачно,СЗ 2м/с,-12.0,760.0,Ясно,СЗ 2м/с
-4.0,758,Ясно,ЮЗ 3м/с,-7.0,760.0,Переменная облачность,ЮЗ 3м/с
-3.0,759,Переменная облачность,З 3м/с,-6.0,759.0,Ясно,З 3м/с
-2.0,758,Пасмурно,З 2м/с,-5.0,755.0,Пасмурно,З 2м/с
-5.0,741,Пасмурно,З 3м/с,-9.0,744.0,Ясно,З 3м/с
-9.0,743,Пасмурно,ЮЗ 6м/с,-8.0,738.0,Пасмурно,ЮЗ 6м/с
1.0,735,Пасмурно,ЮЗ 2м/с,0.0,733.0,Пасмурно,ЮЗ 2м/с
1.0,734,Пасмурно,З 4м/с,-10.0,740.0,Переменная облачность,З 4м/с
-7.0,742,Малооблачно,СЗ 3м/с,-14.0,745.0,Ясно,СЗ 3м/с
-10.0,746,Пасмурно,В 4м/с,-12.0,748.0,Пасмурно,В 4м/с
-9.0,747,Ясно,С 2м/с,-13.0,748.0,Малооблачно,С 2м/с
-14.0,754,Ясно,С 3м/с,-18.0,755.0,Ясно,С 3м/с
-2.0,740,Пасмурно,ЮЗ 5м/с,0.0,740.0,Переменная облачность,ЮЗ 5м/с
-2.0,742,Ясно,СЗ 3м/с,-9.0,746.0,Переменная облачность,СЗ 3м/с
-6.0,754,Ясно,З 2м/с,-11.0,755.0,Ясно,З 2м/с
-10.0,746,Пасмурно,В 2м/с,-9.0,744.0,Пасмурно,В 2м/с
-6.0,746,Ясно,СВ 2м/с,-8.0,746.0,Переменная облачность,СВ 2м/с
-5.0,740,Малооблачно,СВ 2м/с,-9.0,742.0,Переменная облачность,СВ 2м/с
-4.0,743,Ясно,СЗ 2м/с,-8.0,744.0,Ясно,СЗ 2м/с
1.0,749,Ясно,СВ 1м/с,-4.0,751.0,Ясно,СВ 1м/с
0.0,755,Ясно,Ю 2м/с,-1.0,753.0,Переменная облачность,Ю 2м/с
3.0,748,Пасмурно,ЮВ 3м/с,5.0,748.0,Ясно,ЮВ 3м/с
2.0,748,Пасмурно,В 2м/с,2.0,747.0,Пасмурно,В 2м/с
3.0,744,Пасмурно,В 3м/с,3.0,742.0,Пасмурно,В 3м/с
0.0,742,Переменная облачность,ЮЗ 3м/с,-2.0,745.0,Пасмурно,ЮЗ 3м/с
1.0,−,Переменная облачность,З 2м/с,0.0,748.0,Пасмурно,З 2м/с
2.0,742,Пасмурно,ЮЗ 3м/с,1.0,743.0,Пасмурно,ЮЗ 3м/с
-2.0,749,Пасмурно,С 1м/с,-4.0,751.0,Малооблачно,С 1м/с
-1.0,751,Малооблачно,В 3м/с,-3.0,750.0,Малооблачно,В 3м/с
5.0,742,Переменная облачность,В 3м/с,3.0,742.0,Пасмурно,В 3м/с
-2.0,740,Переменная облачность,ЮЗ 2м/с,-4.0,740.0,Переменная облачность,ЮЗ 2м/с
-3.0,738,Переменная облачность,ЮЗ 3м/с,-4.0,739.0,Ясно,ЮЗ 3м/с
-2.0,744,Переменная облачность,ЮЗ 3м/с,-3.0,746.0,Переменная облачность,ЮЗ 3м/с
1.0,749,Малооблачно,ЮЗ 2м/с,-4.0,750.0,Ясно,ЮЗ 2м/с
-3.0,754,Переменная облачность,СЗ 2м/с,-5.0,756.0,Ясно,СЗ 2м/с
2.0,760,Ясно,З 2м/с,-1.0,760.0,Ясно,З 2м/с
2.0,759,Ясно,Ю 3м/с,1.0,757.0,Ясно,Ю 3м/с
3.0,756,Пасмурно,Ю 2м/с,4.0,756.0,Переменная облачность,Ю 2м/с
11.0,755,Ясно,Ю 2м/с,7.0,754.0,Ясно,Ю 2м/с
12.0,754,Ясно,ЮВ 2м/с,10.0,753.0,Ясно,ЮВ 2м/с
13.0,753,Ясно,В 3м/с,6.0,754.0,Ясно,В 3м/с
11.0,751,Ясно,В 3м/с,11.0,751.0,Ясно,В 3м/с
18.0,744,Переменная облачность,ЮЗ 3м/с,12.0,743.0,Переменная облачность,ЮЗ 3м/с
13.0,740,Переменная облачность,Ю 1м/с,9.0,739.0,Переменная облачность,Ю 1м/с
5.0,744,Переменная облачность,З 2м/с,3.0,745.0,Переменная облачность,З 2м/с
2.0,745,Пасмурно,С 2м/с,1.0,747.0,Пасмурно,С 2м/с
8.0,751,Малооблачно,СВ 4м/с,5.0,749.0,Переменная облачность,СВ 4м/с
2.0,749,Переменная облачность,СЗ 3м/с,1.0,751.0,Переменная облачность,СЗ 3м/с
2.0,753,Переменная облачность,С 1м/с,0.0,752.0,Переменная облачность,С 1м/с
1.0,753,Пасмурно,СЗ 3м/с,0.0,754.0,Пасмурно,СЗ 3м/с
2.0,755,Переменная облачность,С 2м/с,2.0,757.0,Переменная облачность,С 2м/с
9.0,759,Ясно,С 2м/с,5.0,761.0,Ясно,С 2м/с
13.0,759,Ясно,З 2м/с,11.0,757.0,Ясно,З 2м/с
17.0,753,Малооблачно,СЗ 4м/с,12.0,754.0,Ясно,СЗ 4м/с
18.0,753,Ясно,З 3м/с,16.0,752.0,Ясно,З 3м/с
21.0,750,Ясно,ЮЗ 2м/с,13.0,750.0,Ясно,ЮЗ 2м/с
23.0,748,Ясно,З 3м/с,12.0,747.0,Переменная облачность,З 3м/с
24.0,743,Малооблачно,ЮЗ 2м/с,19.0,743.0,Переменная облачность,ЮЗ 2м/с
17.0,743,Малооблачно,С 2м/с,12.0,744.0,Переменная облачность,С 2м/с
17.0,744,Ясно,С 3м/с,10.0,745.0,Ясно,С 3м/с
15.0,744,Ясно,С 2м/с,12.0,743.0,Ясно,С 2м/с
12.0,742,Переменная облачность,Ю 2м/с,9.0,742.0,Пасмурно,Ю 2м/с
8.0,737,Переменная облачность,С 2м/с,8.0,739.0,Ясно,С 2м/с
13.0,743,Малооблачно,З 4м/с,12.0,741.0,Малооблачно,З 4м/с
15.0,742,Пасмурно,СЗ 2м/с,13.0,743.0,Переменная облачность,СЗ 2м/с
11.0,747,Переменная облачность,СЗ 4м/с,9.0,752.0,Ясно,СЗ 4м/с
15.0,756,Ясно,З 2м/с,13.0,754.0,Ясно,З 2м/с
18.0,752,Малооблачно,СЗ 2м/с,15.0,751.0,Переменная облачность,СЗ 2м/с
18.0,754,Ясно,С 2м/с,9.0,756.0,Ясно,С 2м/с
20.0,755,Ясно,З 3м/с,16.0,753.0,Ясно,З 3м/с
18.0,753,Малооблачно,СВ 2м/с,15.0,753.0,Ясно,СВ 2м/с
25.0,749,Малооблачно,ЮЗ 2м/с,23.0,747.0,Переменная облачность,ЮЗ 2м/с
19.0,743,Переменная облачность,З 2м/с,11.0,746.0,Ясно,З 2м/с
13.0,750,Переменная облачность,С 4м/с,10.0,752.0,Ясно,С 4м/с
18.0,752,Ясно,С 2м/с,10.0,751.0,Ясно,С 2м/с
22.0,751,Ясно,СЗ 2м/с,13.0,752.0,Ясно,СЗ 2м/с
23.0,750,Ясно,ЮЗ 4м/с,21.0,748.0,Ясно,ЮЗ 4м/с
26.0,745,Переменная облачность,З 4м/с,16.0,748.0,Ясно,З 4м/с
23.0,747,Малооблачно,ЮВ 2м/с,21.0,746.0,Малооблачно,ЮВ 2м/с
27.0,747,Малооблачно,СЗ 1м/с,22.0,748.0,Ясно,СЗ 1м/с
28.0,748,Ясно,ЮВ 1м/с,18.0,748.0,Ясно,ЮВ 1м/с
27.0,749,Переменная облачность,СЗ 3м/с,18.0,750.0,Малооблачно,СЗ 3м/с
31.0,750,Малооблачно,З 2м/с,23.0,750.0,Ясно,З 2м/с
27.0,750,Малооблачно,СЗ 3м/с,20.0,750.0,Ясно,СЗ 3м/с
21.0,749,Ясно,СЗ 3м/с,15.0,749.0,Малооблачно,СЗ 3м/с
16.0,751,Ясно,СВ 3м/с,12.0,752.0,Ясно,СВ 3м/с
20.0,749,Ясно,З 3м/с,16.0,746.0,Ясно,З 3м/с
16.0,745,Малооблачно,С 3м/с,11.0,747.0,Ясно,С 3м/с
15.0,751,Ясно,СЗ 2м/с,13.0,751.0,Ясно,СЗ 2м/с
15.0,753,Пасмурно,ЮВ 2м/с,14.0,754.0,Переменная облачность,ЮВ 2м/с
23.0,754,Малооблачно,ЮВ 3м/с,20.0,753.0,Ясно,ЮВ 3м/с
28.0,751,Ясно,Ю 2м/с,23.0,751.0,Ясно,Ю 2м/с
29.0,749,Малооблачно,Ю 2м/с,25.0,748.0,Ясно,Ю 2м/с
28.0,748,Переменная облачность,СЗ 1м/с,24.0,748.0,Переменная облачность,СЗ 1м/с
29.0,747,Переменная облачность,СВ 2м/с,26.0,748.0,Пасмурно,СВ 2м/с
24.0,750,Переменная облачность,З 2м/с,19.0,749.0,Переменная облачность,З 2м/с
27.0,746,Малооблачно,В 3м/с,18.0,746.0,Пасмурно,В 3м/с
21.0,745,Малооблачно,ЮВ 2м/с,18.0,745.0,Малооблачно,ЮВ 2м/с
19.0,746,Пасмурно,В 1м/с,18.0,745.0,Ясно,В 1м/с
24.0,745,Малооблачно,ЮВ 2м/с,18.0,746.0,Малооблачно,ЮВ 2м/с
26.0,745,Малооблачно,СВ 2м/с,20.0,745.0,Ясно,СВ 2м/с
27.0,745,Малооблачно,СЗ 2м/с,15.0,745.0,Ясно,СЗ 2м/с
20.0,744,Переменная облачность,З 3м/с,15.0,746.0,Переменная облачность,З 3м/с
19.0,746,Малооблачно,З 3м/с,13.0,747.0,Ясно,З 3м/с
21.0,748,Переменная облачность,СВ 2м/с,16.0,749.0,Малооблачно,СВ 2м/с
24.0,748,Переменная облачность,З 2м/с,14.0,747.0,Малооблачно,З 2м/с
21.0,746,Малооблачно,С 1м/с,16.0,746.0,Ясно,С 1м/с
25.0,748,Малооблачно,З 2м/с,15.0,748.0,Ясно,З 2м/с
29.0,749,Малооблачно,ЮЗ 2м/с,19.0,748.0,Ясно,ЮЗ 2м/с
31.0,748,Ясно,З 3м/с,21.0,747.0,Ясно,З 3м/с
21.0,749,Переменная облачность,СЗ 1м/с,18.0,750.0,Ясно,СЗ 1м/с
22.0,754,Ясно,СВ 2м/с,18.0,755.0,Ясно,СВ 2м/с
24.0,755,Ясно,С 1м/с,14.0,754.0,Ясно,С 1м/с
30.0,752,Ясно,З 1м/с,21.0,751.0,Ясно,З 1м/с
33.0,749,Ясно,Ю 2м/с,27.0,747.0,Малооблачно,Ю 2м/с
32.0,745,Ясно,Ю 2м/с,27.0,744.0,Переменная облачность,Ю 2м/с
26.0,743,Малооблачно,С 2м/с,22.0,742.0,Пасмурно,С 2м/с
29.0,741,Переменная облачность,ЮЗ 3м/с,24.0,742.0,Переменная облачность,ЮЗ 3м/с
23.0,743,Пасмурно,Ю 3м/с,19.0,745.0,Переменная облачность,Ю 3м/с
19.0,748,Переменная облачность,В 2м/с,16.0,747.0,Пасмурно,В 2м/с
25.0,744,Переменная облачность,СЗ 2м/с,20.0,744.0,Малооблачно,СЗ 2м/с
29.0,743,Переменная облачность,СВ 4м/с,26.0,744.0,Малооблачно,СВ 4м/с
30.0,746,Малооблачно,СВ 2м/с,26.0,747.0,Ясно,СВ 2м/с
32.0,748,Ясно,В 2м/с,25.0,749.0,Переменная облачность,В 2м/с
31.0,748,Малооблачно,С 2м/с,22.0,748.0,Переменная облачность,С 2м/с
23.0,748,Пасмурно,В 2м/с,24.0,747.0,Малооблачно,В 2м/с
33.0,744,Малооблачно,СЗ 3м/с,24.0,744.0,Ясно,СЗ 3м/с
27.0,744,Ясно,СВ 3м/с,22.0,744.0,Ясно,СВ 3м/с
27.0,747,Малооблачно,ЮВ 1м/с,22.0,747.0,Ясно,ЮВ 1м/с
27.0,747,Ясно,СВ 2м/с,23.0,747.0,Ясно,СВ 2м/с
27.0,747,Ясно,С 2м/с,22.0,748.0,Ясно,С 2м/с
26.0,750,Малооблачно,В 2м/с,22.0,751.0,Переменная облачность,В 2м/с
29.0,750,Переменная облачность,СВ 1м/с,24.0,750.0,Переменная облачность,СВ 1м/с
33.0,750,Ясно,З 2м/с,22.0,750.0,Ясно,З 2м/с
32.0,750,Малооблачно,СВ 2м/с,28.0,750.0,Ясно,СВ 2м/с
25.0,748,Переменная облачность,Ю 1м/с,25.0,746.0,Пасмурно,Ю 1м/с
26.0,741,Малооблачно,З 2м/с,22.0,741.0,Малооблачно,З 2м/с
23.0,738,Переменная облачность,З 2м/с,19.0,738.0,Пасмурно,З 2м/с
24.0,738,Ясно,Ю 1м/с,19.0,740.0,Ясно,Ю 1м/с
26.0,741,Переменная облачность,СЗ 1м/с,23.0,742.0,Ясно,СЗ 1м/с
28.0,743,Переменная облачность,СЗ 3м/с,22.0,744.0,Малооблачно,СЗ 3м/с
24.0,747,Малооблачно,СЗ 3м/с,19.0,748.0,Ясно,СЗ 3м/с
26.0,749,Ясно,З 2м/с,16.0,749.0,Ясно,З 2м/с
29.0,746,Ясно,З 3м/с,24.0,745.0,Малооблачно,З 3м/с
27.0,741,Малооблачно,ЮВ 1м/с,19.0,742.0,Малооблачно,ЮВ 1м/с
24.0,744,Переменная облачность,СЗ 4м/с,20.0,745.0,Малооблачно,СЗ 4м/с
25.0,745,Переменная облачность,С 1м/с,20.0,745.0,Малооблачно,С 1м/с
28.0,744,Малооблачно,СВ 1м/с,18.0,745.0,Ясно,СВ 1м/с
30.0,741,Ясно,СЗ 1м/с,20.0,740.0,Ясно,СЗ 1м/с
23.0,739,Переменная облачность,З 2м/с,15.0,741.0,Ясно,З 2м/с
